age,workclass,marital-status,race,sex,native-country
36,Local-gov,Married-civ-spouse,White,Male,United-States
30,Self-emp-inc,Married-civ-spouse,White,Male,Canada
22,Private,Never-married,White,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Male,United-States
18,Private,Never-married,White,Female,United-States
25,Private,Never-married,White,Male,United-States
53,Private,Never-married,White,Female,United-States
21,*,Never-married,White,Female,United-States
19,Private,Never-married,White,Female,United-States
34,Private,Divorced,White,Male,United-States
32,State-gov,Never-married,Black,Female,United-States
20,Private,Never-married,Amer-Indian-Eskimo,Male,United-States
70,Private,Married-civ-spouse,White,Male,United-States
57,Private,Married-civ-spouse,White,Male,United-States
54,Private,Married-civ-spouse,White,Male,United-States
34,Private,Married-civ-spouse,White,Male,United-States
48,Private,Married-civ-spouse,White,Male,United-States
42,Private,Married-civ-spouse,White,Female,United-States
45,Private,Never-married,White,Male,United-States
27,Private,Never-married,White,Male,United-States
51,Private,Married-civ-spouse,White,Male,Mexico
36,Local-gov,Divorced,White,Female,United-States
33,Private,Never-married,Asian-Pac-Islander,Male,Philippines
50,Private,Never-married,White,Male,United-States
44,Private,Divorced,White,Male,United-States
39,Local-gov,Married-civ-spouse,White,Male,United-States
55,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
24,Private,Never-married,White,Female,United-States
35,Private,Never-married,White,Male,United-States
32,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
66,*,Married-civ-spouse,White,Male,United-States
68,Private,Widowed,White,Female,United-States
29,Private,Married-civ-spouse,White,Male,United-States
24,Self-emp-not-inc,Never-married,White,Male,United-States
61,Private,Married-civ-spouse,White,Male,United-States
34,Private,Married-civ-spouse,White,Male,United-States
55,Self-emp-inc,Married-civ-spouse,White,Male,Greece
20,*,Never-married,White,Male,United-States
41,Private,Never-married,White,Female,United-States
36,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
60,Private,Married-civ-spouse,White,Male,United-States
61,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
35,Private,Married-civ-spouse,Asian-Pac-Islander,Male,China
42,State-gov,Married-civ-spouse,White,Male,United-States
26,Private,Never-married,White,Male,United-States
44,Local-gov,Never-married,Black,Female,United-States
31,State-gov,Never-married,White,Male,United-States
39,State-gov,Never-married,Black,Male,United-States
20,Private,Never-married,White,Female,United-States
32,Self-emp-inc,Married-civ-spouse,White,Male,United-States
32,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
61,Private,Married-civ-spouse,Black,Male,Trinadad&Tobago
54,Local-gov,Divorced,White,Female,United-States
23,Private,Never-married,White,Male,United-States
19,Private,Never-married,White,Male,United-States
31,Private,Married-civ-spouse,Amer-Indian-Eskimo,Male,United-States
35,Private,Married-civ-spouse,White,Male,Mexico
29,Private,Divorced,White,Female,United-States
29,Local-gov,Never-married,Black,Female,United-States
25,Private,Separated,White,Female,United-States
46,Private,Divorced,White,Female,United-States
35,Private,Never-married,White,Female,United-States
20,Private,Never-married,Other,Male,United-States
24,Self-emp-not-inc,Married-civ-spouse,White,Female,United-States
48,Private,Divorced,White,Female,United-States
37,Private,Divorced,White,Female,United-States
60,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
39,Private,Married-civ-spouse,White,Male,United-States
29,Local-gov,Separated,White,Female,United-States
31,Self-emp-not-inc,Divorced,White,Male,United-States
38,Private,Married-civ-spouse,White,Male,United-States
26,Self-emp-not-inc,Never-married,White,Male,United-States
64,Private,Married-civ-spouse,White,Male,United-States
46,Private,Divorced,Black,Male,United-States
69,*,Married-civ-spouse,White,Male,United-States
39,Private,Married-civ-spouse,White,Male,United-States
48,Private,Divorced,White,Female,United-States
46,Private,Divorced,White,Female,United-States
42,Private,Divorced,White,Male,United-States
39,Self-emp-not-inc,Married-civ-spouse,Black,Female,Dominican-Republic
50,Federal-gov,Married-civ-spouse,White,Male,United-States
24,Private,Never-married,White,Female,United-States
30,Private,Married-civ-spouse,White,Female,Canada
39,Self-emp-inc,Married-civ-spouse,White,Male,United-States
29,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Female,United-States
21,*,Never-married,White,Male,United-States
32,Private,Separated,White,Male,United-States
69,Self-emp-inc,Married-civ-spouse,White,Male,United-States
55,Private,Separated,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,United-States
44,Self-emp-inc,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Male,United-States
74,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
40,Private,Married-civ-spouse,White,Male,United-States
27,Private,Married-civ-spouse,White,Male,United-States
75,*,Married-civ-spouse,Black,Male,United-States
55,Private,Divorced,White,Female,United-States
52,Self-emp-not-inc,Married-civ-spouse,Amer-Indian-Eskimo,Male,United-States
54,Private,Divorced,White,Female,United-States
36,Private,Divorced,White,Male,United-States
76,*,Married-civ-spouse,White,Male,United-States
26,Private,Never-married,White,Female,United-States
18,Private,Never-married,White,Male,United-States
38,Private,Divorced,White,Male,United-States
50,Private,Married-civ-spouse,White,Male,United-States
19,*,Never-married,White,Female,United-States
32,Private,Married-civ-spouse,White,Male,United-States
57,Private,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,Black,Male,United-States
27,Private,Never-married,White,Female,United-States
31,Self-emp-not-inc,Married-spouse-absent,White,Male,United-States
60,Private,Divorced,White,Female,Puerto-Rico
52,Private,Divorced,White,Female,United-States
61,Private,Married-civ-spouse,White,Male,United-States
57,Self-emp-not-inc,Widowed,White,Male,United-States
19,*,Never-married,White,Male,United-States
59,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
34,Self-emp-not-inc,Never-married,White,Male,United-States
31,Private,Married-civ-spouse,Asian-Pac-Islander,Male,United-States
42,Private,Divorced,Black,Male,United-States
70,Private,Never-married,White,Female,United-States
47,Private,Married-civ-spouse,Asian-Pac-Islander,Male,*
47,*,Married-civ-spouse,White,Male,*
29,Private,Married-civ-spouse,White,Male,United-States
27,Private,Never-married,Black,Male,United-States
25,Private,Married-civ-spouse,White,Female,United-States
51,Private,Married-civ-spouse,White,Male,United-States
28,Private,Never-married,Black,Female,*
35,Private,Married-civ-spouse,White,Male,United-States
36,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
54,*,Never-married,White,Female,United-States
46,Private,Married-civ-spouse,White,Male,United-States
52,Private,Separated,White,Female,United-States
65,Private,Married-civ-spouse,White,Male,United-States
43,Private,Divorced,White,Male,United-States
41,Local-gov,Divorced,Asian-Pac-Islander,Female,United-States
34,Private,Never-married,White,Female,United-States
47,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
49,Federal-gov,Never-married,White,Male,United-States
21,Private,Never-married,White,Female,United-States
20,Private,Never-married,White,Female,United-States
18,Local-gov,Never-married,White,Male,United-States
27,Private,Never-married,Black,Male,United-States
34,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
38,Private,Divorced,White,Female,United-States
24,Private,Never-married,White,Male,United-States
34,Private,Never-married,White,Male,United-States
47,Private,Married-civ-spouse,White,Male,United-States
27,Federal-gov,Separated,Black,Female,United-States
63,Private,Widowed,White,Female,United-States
34,Private,Married-civ-spouse,Black,Male,United-States
25,Private,Married-spouse-absent,White,Male,United-States
54,Private,Widowed,White,Male,United-States
19,*,Never-married,White,Female,United-States
35,Private,Divorced,White,Female,United-States
24,Private,Married-civ-spouse,White,Male,United-States
26,Private,Never-married,Asian-Pac-Islander,Female,United-States
59,Local-gov,Divorced,White,Female,United-States
43,Private,Married-spouse-absent,White,Female,*
20,Private,Never-married,White,Female,United-States
41,Private,Married-civ-spouse,White,Male,United-States
51,Private,Married-civ-spouse,White,Male,United-States
27,Private,Never-married,Other,Female,United-States
36,Private,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Male,United-States
55,Private,Married-civ-spouse,White,Male,United-States
22,Local-gov,Never-married,White,Female,United-States
58,State-gov,Married-civ-spouse,Asian-Pac-Islander,Male,India
43,Private,Married-civ-spouse,White,Female,United-States
39,Private,Married-civ-spouse,White,Female,United-States
40,Private,Never-married,Black,Female,Haiti
46,Private,Divorced,White,Male,United-States
54,Federal-gov,Never-married,White,Female,United-States
19,Private,Never-married,Black,Male,United-States
24,Private,Married-civ-spouse,White,Male,United-States
53,*,Married-civ-spouse,White,Male,United-States
24,State-gov,Never-married,White,Male,United-States
29,Self-emp-not-inc,Never-married,White,Male,United-States
56,Self-emp-inc,Married-civ-spouse,White,Male,United-States
54,*,Married-civ-spouse,White,Male,United-States
21,*,Never-married,White,Female,United-States
34,Private,Separated,White,Male,*
56,Private,Divorced,White,Female,United-States
34,Private,Married-civ-spouse,White,Male,United-States
19,Private,Never-married,Black,Female,United-States
32,Self-emp-inc,Married-civ-spouse,White,Male,United-States
48,Private,Divorced,White,Female,United-States
67,*,Married-civ-spouse,Black,Male,United-States
47,Private,Married-civ-spouse,White,Male,United-States
52,Private,Married-civ-spouse,White,Male,United-States
40,Private,Married-spouse-absent,White,Female,Dominican-Republic
28,Private,Married-civ-spouse,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,United-States
57,Private,Divorced,White,Male,Portugal
51,Private,Divorced,White,Female,United-States
26,*,Never-married,White,Female,Germany
36,Private,Married-civ-spouse,Asian-Pac-Islander,Male,*
33,Private,Married-civ-spouse,White,Male,United-States
46,Private,Married-civ-spouse,White,Male,United-States
50,Private,Divorced,Asian-Pac-Islander,Female,Philippines
33,Private,Married-spouse-absent,White,Male,*
77,Self-emp-not-inc,Never-married,White,Male,United-States
39,Private,Never-married,Black,Male,United-States
67,*,Widowed,White,Male,United-States
35,Private,Divorced,White,Female,United-States
23,Private,Never-married,Black,Female,United-States
37,Private,Divorced,White,Female,United-States
41,Private,Married-civ-spouse,White,Male,United-States
60,Private,Married-civ-spouse,White,Male,United-States
32,Private,Never-married,White,Male,United-States
56,Federal-gov,Married-civ-spouse,Amer-Indian-Eskimo,Male,United-States
45,State-gov,Divorced,White,Female,United-States
24,Private,Divorced,White,Female,United-States
18,Private,Never-married,White,Male,United-States
31,Private,Married-civ-spouse,Other,Male,United-States
21,*,Never-married,White,Male,United-States
45,Private,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Female,United-States
45,State-gov,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,Amer-Indian-Eskimo,Female,United-States
25,Private,Married-civ-spouse,Black,Male,United-States
31,State-gov,Married-civ-spouse,White,Male,United-States
19,Private,Never-married,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,United-States
74,Private,Widowed,Black,Female,United-States
27,Private,Never-married,White,Male,Mexico
23,Private,Never-married,White,Female,United-States
31,Private,Married-civ-spouse,White,Male,United-States
40,Self-emp-inc,Married-civ-spouse,White,Male,United-States
41,Federal-gov,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Male,United-States
42,Private,Married-civ-spouse,Amer-Indian-Eskimo,Male,United-States
24,Private,Never-married,White,Female,United-States
42,Private,Married-civ-spouse,White,Male,United-States
45,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
52,Federal-gov,Married-civ-spouse,White,Male,United-States
34,Private,Divorced,White,Male,United-States
32,Private,Never-married,White,Male,United-States
54,Private,Married-civ-spouse,White,Male,United-States
42,Federal-gov,Never-married,White,Male,United-States
32,Private,Married-civ-spouse,White,Male,United-States
40,*,Married-civ-spouse,White,Female,United-States
55,Self-emp-inc,Married-civ-spouse,White,Male,United-States
66,*,Never-married,White,Male,United-States
